SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,AVAILABLE_FLAG
2024-25,1610612749,MIL,Milwaukee Bucks,0022401201,2024-12-10T00:00:00,MIL vs. ORL,W,48.0,12.0,11.0,14.0,50.0,20.0,14.0,8.0,52.0,0,0,0,0,39,580,468,381,289,450,369,83,435,1
2024-25,1610612760,OKC,Oklahoma City Thunder,0022401203,2024-12-10T00:00:00,OKC vs. DAL,W,48.0,36.0,12.0,8.0,38.0,17.0,11.0,11.0,42.0,0,0,0,0,39,4,407,607,587,315,207,191,183,1
2024-25,1610612753,ORL,Orlando Magic,0022401201,2024-12-10T00:00:00,ORL @ MIL,L,48.0,20.0,14.0,8.0,52.0,12.0,11.0,14.0,50.0,0,0,0,0,39,224,312,607,240,104,207,301,376,1
2024-25,1610612742,DAL,Dallas Mavericks,0022401203,2024-12-10T00:00:00,DAL @ OKC,L,48.0,17.0,11.0,11.0,42.0,36.0,12.0,8.0,38.0,0,0,0,0,39,367,468,504,495,718,256,83,98,1
2024-25,1610612752,NYK,New York Knicks,0022400359,2024-12-09T00:00:00,NYK @ TOR,W,48.0,15.0,11.0,16.0,50.0,12.0,16.0,20.0,56.0,0,0,0,0,39,456,468,291,289,104,461,535,529,1
2024-25,1610612761,TOR,Toronto Raptors,0022400359,2024-12-09T00:00:00,TOR vs. NYK,L,48.0,12.0,16.0,20.0,56.0,15.0,11.0,16.0,50.0,0,0,0,0,39,580,221,160,152,225,207,385,376,1
2024-25,1610612758,SAC,Sacramento Kings,0022400357,2024-12-08T00:00:00,SAC vs. UTA,W,48.0,22.0,14.0,19.0,44.0,11.0,18.0,7.0,32.0,0,0,0,0,39,164,312,189,444,77,537,55,36,1
2024-25,1610612740,NOP,New Orleans Pelicans,0022400354,2024-12-08T00:00:00,NOP @ SAS,L,48.0,20.0,10.0,20.0,46.0,15.0,22.0,17.0,60.0,0,0,0,0,39,224,517,160,398,225,660,433,604,1
2024-25,1610612753,ORL,Orlando Magic,0022400352,2024-12-08T00:00:00,ORL vs. PHX,W,48.0,23.0,20.0,15.0,48.0,22.0,9.0,19.0,38.0,0,0,0,0,39,138,86,339,348,537,130,505,98,1
2024-25,1610612739,CLE,Cleveland Cavaliers,0022400351,2024-12-08T00:00:00,CLE @ MIA,L,48.0,13.0,10.0,12.0,50.0,15.0,19.0,10.0,50.0,0,0,0,0,39,542,517,461,289,225,577,146,376,1
2024-25,1610612744,GSW,Golden State Warriors,0022400355,2024-12-08T00:00:00,GSW vs. MIN,W,48.0,24.0,19.0,19.0,48.0,13.0,4.0,9.0,30.0,0,0,0,0,39,111,103,189,348,144,11,117,18,1
2024-25,1610612743,DEN,Denver Nuggets,0022400350,2024-12-08T00:00:00,DEN @ ATL,W,48.0,17.0,13.0,19.0,76.0,30.0,30.0,27.0,64.0,0,0,0,0,39,367,355,189,4,683,719,677,662,1
2024-25,1610612750,MIN,Minnesota Timberwolves,0022400355,2024-12-08T00:00:00,MIN @ GSW,L,48.0,13.0,4.0,9.0,30.0,24.0,19.0,19.0,48.0,0,0,0,0,39,542,703,578,688,586,577,505,326,1
2024-25,1610612756,PHX,Phoenix Suns,0022400352,2024-12-08T00:00:00,PHX @ ORL,L,48.0,22.0,9.0,19.0,38.0,23.0,20.0,15.0,48.0,0,0,0,0,39,164,555,189,587,560,621,343,326,1
2024-25,1610612755,PHI,Philadelphia 76ers,0022400347,2024-12-08T00:00:00,PHI @ CHI,W,48.0,21.0,21.0,12.0,54.0,19.0,3.0,18.0,30.0,0,0,0,0,39,187,64,461,195,397,7,469,18,1
2024-25,1610612748,MIA,Miami Heat,0022400351,2024-12-08T00:00:00,MIA vs. CLE,W,48.0,15.0,19.0,10.0,50.0,13.0,10.0,12.0,50.0,0,0,0,0,39,456,103,533,289,144,169,220,376,1
2024-25,1610612747,LAL,Los Angeles Lakers,0022400358,2024-12-08T00:00:00,LAL vs. POR,W,48.0,26.0,10.0,13.0,42.0,14.0,10.0,18.0,46.0,0,0,0,0,39,81,517,423,495,182,169,469,280,1
2024-25,1610612754,IND,Indiana Pacers,0022400349,2024-12-08T00:00:00,IND vs. CHA,L,48.0,29.0,4.0,4.0,44.0,16.0,19.0,10.0,48.0,0,0,0,0,39,41,703,700,444,268,577,146,326,1
2024-25,1610612749,MIL,Milwaukee Bucks,0022400348,2024-12-08T00:00:00,MIL @ BKN,W,48.0,17.0,6.0,17.0,36.0,15.0,8.0,12.0,40.0,0,0,0,0,39,367,665,255,626,225,85,220,137,1
2024-25,1610612764,WAS,Washington Wizards,0022400353,2024-12-08T00:00:00,WAS vs. MEM,L,48.0,21.0,24.0,8.0,62.0,26.0,25.0,18.0,60.0,0,0,0,0,39,187,30,607,62,628,694,469,604,1
2024-25,1610612759,SAS,San Antonio Spurs,0022400354,2024-12-08T00:00:00,SAS vs. NOP,W,48.0,15.0,22.0,17.0,60.0,20.0,10.0,20.0,46.0,0,0,0,0,39,456,48,255,86,450,169,535,280,1
2024-25,1610612745,HOU,Houston Rockets,0022400356,2024-12-08T00:00:00,HOU @ LAC,W,48.0,6.0,21.0,9.0,42.0,20.0,6.0,13.0,60.0,0,0,0,0,39,701,64,578,495,450,33,263,604,1
2024-25,1610612757,POR,Portland Trail Blazers,0022400358,2024-12-08T00:00:00,POR @ LAL,L,48.0,14.0,10.0,18.0,46.0,26.0,10.0,13.0,42.0,0,0,0,0,39,499,517,219,398,628,169,263,183,1
2024-25,1610612766,CHA,Charlotte Hornets,0022400349,2024-12-08T00:00:00,CHA @ IND,W,48.0,16.0,19.0,10.0,48.0,29.0,4.0,4.0,44.0,0,0,0,0,39,409,103,533,348,670,11,8,229,1
2024-25,1610612762,UTA,Utah Jazz,0022400357,2024-12-08T00:00:00,UTA @ SAC,L,48.0,11.0,18.0,7.0,32.0,22.0,14.0,19.0,44.0,0,0,0,0,39,620,147,641,671,537,369,505,229,1
2024-25,1610612751,BKN,Brooklyn Nets,0022400348,2024-12-08T00:00:00,BKN vs. MIL,L,48.0,15.0,8.0,12.0,40.0,17.0,6.0,17.0,36.0,0,0,0,0,39,456,594,461,541,315,33,433,75,1
2024-25,1610612737,ATL,Atlanta Hawks,0022400350,2024-12-08T00:00:00,ATL vs. DEN,L,48.0,30.0,30.0,27.0,64.0,17.0,13.0,19.0,76.0,0,0,0,0,39,33,2,35,43,315,317,505,715,1
2024-25,1610612741,CHI,Chicago Bulls,0022400347,2024-12-08T00:00:00,CHI vs. PHI,L,48.0,19.0,3.0,18.0,30.0,21.0,21.0,12.0,54.0,0,0,0,0,39,274,713,219,688,500,638,220,484,1
2024-25,1610612746,LAC,LA Clippers,0022400356,2024-12-08T00:00:00,LAC vs. HOU,L,48.0,20.0,6.0,13.0,60.0,6.0,21.0,9.0,42.0,0,0,0,0,39,224,665,423,86,15,638,117,183,1
2024-25,1610612763,MEM,Memphis Grizzlies,0022400353,2024-12-08T00:00:00,MEM @ WAS,W,48.0,26.0,25.0,18.0,60.0,21.0,24.0,8.0,62.0,0,0,0,0,39,81,22,219,86,500,680,83,638,1
2024-25,1610612743,DEN,Denver Nuggets,0022400341,2024-12-07T00:00:00,DEN @ WAS,L,48.0,17.0,11.0,12.0,74.0,16.0,16.0,17.0,52.0,0,0,0,0,39,367,468,461,9,268,461,433,435,1
2024-25,1610612748,MIA,Miami Heat,0022400346,2024-12-07T00:00:00,MIA vs. PHX,W,48.0,19.0,11.0,20.0,62.0,19.0,21.0,11.0,32.0,0,0,0,0,39,274,468,160,62,397,638,191,36,1
2024-25,1610612740,NOP,New Orleans Pelicans,0022400342,2024-12-07T00:00:00,NOP vs. OKC,L,48.0,23.0,6.0,22.0,46.0,32.0,9.0,28.0,60.0,0,0,0,0,39,138,665,110,398,700,130,689,604,1
2024-25,1610612761,TOR,Toronto Raptors,0022400344,2024-12-07T00:00:00,TOR vs. DAL,L,48.0,19.0,10.0,8.0,46.0,24.0,12.0,14.0,32.0,0,0,0,0,39,274,517,607,398,586,256,301,36,1
2024-25,1610612756,PHX,Phoenix Suns,0022400346,2024-12-07T00:00:00,PHX @ MIA,L,48.0,19.0,21.0,11.0,32.0,19.0,11.0,20.0,62.0,0,0,0,0,39,274,64,504,671,397,207,535,638,1
2024-25,1610612765,DET,Detroit Pistons,0022400343,2024-12-07T00:00:00,DET @ NYK,W,48.0,18.0,9.0,19.0,46.0,26.0,11.0,20.0,48.0,0,0,0,0,39,327,555,189,398,628,207,535,326,1
2024-25,1610612766,CHA,Charlotte Hornets,0022400340,2024-12-07T00:00:00,CHA vs. CLE,L,48.0,16.0,10.0,27.0,42.0,21.0,12.0,4.0,48.0,0,0,0,0,39,409,517,35,495,500,256,8,326,1
2024-25,1610612763,MEM,Memphis Grizzlies,0022400345,2024-12-07T00:00:00,MEM @ BOS,W,48.0,19.0,6.0,22.0,64.0,25.0,15.0,4.0,40.0,0,0,0,0,39,274,665,110,43,613,412,8,137,1
2024-25,1610612738,BOS,Boston Celtics,0022400345,2024-12-07T00:00:00,BOS vs. MEM,L,48.0,25.0,15.0,4.0,40.0,19.0,6.0,22.0,64.0,0,0,0,0,39,96,263,700,541,397,33,590,662,1
2024-25,1610612742,DAL,Dallas Mavericks,0022400344,2024-12-07T00:00:00,DAL @ TOR,W,48.0,24.0,12.0,14.0,32.0,19.0,10.0,8.0,46.0,0,0,0,0,39,111,407,381,671,397,169,83,280,1
2024-25,1610612752,NYK,New York Knicks,0022400343,2024-12-07T00:00:00,NYK vs. DET,L,48.0,26.0,11.0,20.0,48.0,18.0,9.0,19.0,46.0,0,0,0,0,39,81,468,160,348,357,130,505,280,1
2024-25,1610612760,OKC,Oklahoma City Thunder,0022400342,2024-12-07T00:00:00,OKC @ NOP,W,48.0,32.0,9.0,28.0,60.0,23.0,6.0,22.0,46.0,0,0,0,0,39,16,555,25,86,560,33,590,280,1
2024-25,1610612764,WAS,Washington Wizards,0022400341,2024-12-07T00:00:00,WAS vs. DEN,W,48.0,16.0,16.0,17.0,52.0,17.0,11.0,12.0,74.0,0,0,0,0,39,409,221,255,240,315,207,220,711,1
2024-25,1610612739,CLE,Cleveland Cavaliers,0022400340,2024-12-07T00:00:00,CLE @ CHA,W,48.0,21.0,12.0,4.0,48.0,16.0,10.0,27.0,42.0,0,0,0,0,39,187,407,700,348,268,169,677,183,1
2024-25,1610612738,BOS,Boston Celtics,0022400335,2024-12-06T00:00:00,BOS vs. MIL,W,48.0,9.0,0.0,13.0,44.0,4.0,11.0,5.0,50.0,0,0,0,0,39,660,720,423,444,3,207,24,376,1
2024-25,1610612737,ATL,Atlanta Hawks,0022400334,2024-12-06T00:00:00,ATL vs. LAL,W,53.0,16.0,20.0,11.0,58.0,25.0,10.0,19.0,50.0,0,0,0,0,1,409,86,504,120,613,169,505,376,1
2024-25,1610612758,SAC,Sacramento Kings,0022400337,2024-12-06T00:00:00,SAC @ SAS,W,48.0,19.0,13.0,13.0,54.0,12.0,19.0,15.0,48.0,0,0,0,0,39,274,355,423,195,104,577,343,326,1
2024-25,1610612762,UTA,Utah Jazz,0022400339,2024-12-06T00:00:00,UTA @ POR,W,48.0,8.0,24.0,39.0,76.0,14.0,4.0,18.0,42.0,0,0,0,0,39,676,30,1,4,182,11,469,183,1
2024-25,1610612759,SAS,San Antonio Spurs,0022400337,2024-12-06T00:00:00,SAS vs. SAC,L,48.0,12.0,19.0,15.0,48.0,19.0,13.0,13.0,54.0,0,0,0,0,39,580,103,339,348,397,317,263,484,1
2024-25,1610612744,GSW,Golden State Warriors,0022400338,2024-12-06T00:00:00,GSW vs. MIN,L,48.0,18.0,8.0,16.0,30.0,17.0,19.0,9.0,44.0,0,0,0,0,39,327,594,291,688,315,577,117,229,1
2024-25,1610612755,PHI,Philadelphia 76ers,0022400333,2024-12-06T00:00:00,PHI vs. ORL,W,48.0,18.0,9.0,9.0,56.0,18.0,4.0,17.0,36.0,0,0,0,0,39,327,555,578,152,357,11,433,75,1
2024-25,1610612754,IND,Indiana Pacers,0022400336,2024-12-06T00:00:00,IND @ CHI,W,48.0,9.0,8.0,16.0,56.0,18.0,14.0,29.0,42.0,0,0,0,0,39,660,594,291,152,357,369,699,183,1
2024-25,1610612749,MIL,Milwaukee Bucks,0022400335,2024-12-06T00:00:00,MIL @ BOS,L,48.0,4.0,11.0,5.0,50.0,9.0,0.0,13.0,44.0,0,0,0,0,39,714,468,690,289,48,1,263,229,1
2024-25,1610612741,CHI,Chicago Bulls,0022400336,2024-12-06T00:00:00,CHI vs. IND,L,48.0,18.0,14.0,29.0,42.0,9.0,8.0,16.0,56.0,0,0,0,0,39,327,312,18,495,48,85,385,529,1
2024-25,1610612753,ORL,Orlando Magic,0022400333,2024-12-06T00:00:00,ORL @ PHI,L,48.0,18.0,4.0,17.0,36.0,18.0,9.0,9.0,56.0,0,0,0,0,39,327,703,255,626,357,130,117,529,1
2024-25,1610612747,LAL,Los Angeles Lakers,0022400334,2024-12-06T00:00:00,LAL @ ATL,L,53.0,25.0,10.0,19.0,50.0,16.0,20.0,11.0,58.0,0,0,0,0,1,96,517,189,289,268,621,191,572,1
2024-25,1610612750,MIN,Minnesota Timberwolves,0022400338,2024-12-06T00:00:00,MIN @ GSW,W,48.0,17.0,19.0,9.0,44.0,18.0,8.0,16.0,30.0,0,0,0,0,39,367,103,578,444,357,85,385,18,1
2024-25,1610612757,POR,Portland Trail Blazers,0022400339,2024-12-06T00:00:00,POR vs. UTA,L,48.0,14.0,4.0,18.0,42.0,8.0,24.0,39.0,76.0,0,0,0,0,39,499,703,219,495,36,680,721,715,1
2024-25,1610612763,MEM,Memphis Grizzlies,0022400329,2024-12-05T00:00:00,MEM vs. SAC,W,48.0,15.0,7.0,22.0,46.0,29.0,16.0,9.0,48.0,0,0,0,0,39,456,639,110,398,670,461,117,326,1
2024-25,1610612752,NYK,New York Knicks,0022400327,2024-12-05T00:00:00,NYK vs. CHA,W,48.0,18.0,8.0,22.0,40.0,5.0,9.0,7.0,36.0,0,0,0,0,39,327,594,110,541,10,130,55,75,1
2024-25,1610612760,OKC,Oklahoma City Thunder,0022400328,2024-12-05T00:00:00,OKC @ TOR,W,48.0,28.0,9.0,29.0,56.0,8.0,12.0,15.0,40.0,0,0,0,0,39,54,555,18,152,36,256,343,137,1
2024-25,1610612756,PHX,Phoenix Suns,0022400330,2024-12-05T00:00:00,PHX @ NOP,L,48.0,24.0,15.0,30.0,46.0,16.0,15.0,21.0,52.0,0,0,0,0,39,111,263,16,398,268,412,564,435,1
2024-25,1610612742,DAL,Dallas Mavericks,0022400326,2024-12-05T00:00:00,DAL @ WAS,W,48.0,22.0,19.0,23.0,50.0,20.0,15.0,20.0,48.0,0,0,0,0,39,164,103,88,289,450,412,535,326,1
2024-25,1610612740,NOP,New Orleans Pelicans,0022400330,2024-12-05T00:00:00,NOP vs. PHX,W,48.0,16.0,15.0,21.0,52.0,24.0,15.0,30.0,46.0,0,0,0,0,39,409,263,134,240,586,412,706,280,1
2024-25,1610612745,HOU,Houston Rockets,0022400332,2024-12-05T00:00:00,HOU @ GSW,L,48.0,10.0,7.0,24.0,42.0,14.0,9.0,13.0,52.0,0,0,0,0,39,647,639,71,495,182,130,263,435,1
2024-25,1610612743,DEN,Denver Nuggets,0022400325,2024-12-05T00:00:00,DEN @ CLE,L,48.0,13.0,13.0,28.0,76.0,23.0,14.0,12.0,40.0,0,0,0,0,39,542,355,25,4,560,369,220,137,1
2024-25,1610612758,SAC,Sacramento Kings,0022400329,2024-12-05T00:00:00,SAC @ MEM,L,48.0,29.0,16.0,9.0,48.0,15.0,7.0,22.0,46.0,0,0,0,0,39,41,221,578,348,225,59,590,280,1
2024-25,1610612766,CHA,Charlotte Hornets,0022400327,2024-12-05T00:00:00,CHA @ NYK,L,48.0,5.0,9.0,7.0,36.0,18.0,8.0,22.0,40.0,0,0,0,0,39,709,555,641,626,357,85,590,137,1
2024-25,1610612764,WAS,Washington Wizards,0022400326,2024-12-05T00:00:00,WAS vs. DAL,L,48.0,20.0,15.0,20.0,48.0,22.0,19.0,23.0,50.0,0,0,0,0,39,224,263,160,348,537,577,614,376,1
2024-25,1610612759,SAS,San Antonio Spurs,0022400331,2024-12-05T00:00:00,SAS vs. CHI,L,48.0,33.0,13.0,21.0,62.0,19.0,22.0,10.0,68.0,0,0,0,0,39,11,355,134,62,397,660,146,697,1
2024-25,1610612761,TOR,Toronto Raptors,0022400328,2024-12-05T00:00:00,TOR vs. OKC,L,48.0,8.0,12.0,15.0,40.0,28.0,9.0,29.0,56.0,0,0,0,0,39,676,407,339,541,654,130,699,529,1
2024-25,1610612739,CLE,Cleveland Cavaliers,0022400325,2024-12-05T00:00:00,CLE vs. DEN,W,48.0,23.0,14.0,12.0,40.0,13.0,13.0,28.0,76.0,0,0,0,0,39,138,312,461,541,144,317,689,715,1
2024-25,1610612744,GSW,Golden State Warriors,0022400332,2024-12-05T00:00:00,GSW vs. HOU,W,48.0,14.0,9.0,13.0,52.0,10.0,7.0,24.0,42.0,0,0,0,0,39,499,555,423,240,64,59,636,183,1
2024-25,1610612741,CHI,Chicago Bulls,0022400331,2024-12-05T00:00:00,CHI @ SAS,W,48.0,19.0,22.0,10.0,68.0,33.0,13.0,21.0,62.0,0,0,0,0,39,274,48,533,19,708,317,564,638,1
2024-25,1610612753,ORL,Orlando Magic,0022400322,2024-12-04T00:00:00,ORL @ PHI,W,48.0,22.0,18.0,18.0,64.0,13.0,23.0,13.0,56.0,0,0,0,0,39,164,147,219,43,144,676,263,529,1
2024-25,1610612747,LAL,Los Angeles Lakers,0022400321,2024-12-04T00:00:00,LAL @ MIA,L,48.0,22.0,15.0,22.0,56.0,18.0,18.0,24.0,52.0,0,0,0,0,39,164,263,110,152,357,537,636,435,1
2024-25,1610612748,MIA,Miami Heat,0022400321,2024-12-04T00:00:00,MIA vs. LAL,W,48.0,18.0,18.0,24.0,52.0,22.0,15.0,22.0,56.0,0,0,0,0,39,327,147,71,240,537,412,590,529,1
2024-25,1610612765,DET,Detroit Pistons,0022400319,2024-12-04T00:00:00,DET @ BOS,L,48.0,22.0,12.0,20.0,38.0,30.0,19.0,16.0,44.0,0,0,0,0,39,164,407,160,587,683,577,385,229,1
2024-25,1610612755,PHI,Philadelphia 76ers,0022400322,2024-12-04T00:00:00,PHI vs. ORL,L,48.0,13.0,23.0,13.0,56.0,22.0,18.0,18.0,64.0,0,0,0,0,39,542,44,423,152,537,537,469,662,1
2024-25,1610612746,LAC,LA Clippers,0022400324,2024-12-04T00:00:00,LAC vs. MIN,L,48.0,16.0,11.0,8.0,34.0,29.0,8.0,32.0,44.0,0,0,0,0,39,409,468,607,649,670,85,711,229,1
2024-25,1610612754,IND,Indiana Pacers,0022400320,2024-12-04T00:00:00,IND @ BKN,L,48.0,19.0,2.0,13.0,36.0,21.0,8.0,20.0,44.0,0,0,0,0,39,274,717,423,626,500,85,535,229,1
2024-25,1610612749,MIL,Milwaukee Bucks,0022400323,2024-12-04T00:00:00,MIL vs. ATL,L,48.0,14.0,9.0,12.0,34.0,19.0,19.0,30.0,64.0,0,0,0,0,39,499,555,461,649,397,577,706,662,1
2024-25,1610612737,ATL,Atlanta Hawks,0022400323,2024-12-04T00:00:00,ATL @ MIL,W,48.0,19.0,19.0,30.0,64.0,14.0,9.0,12.0,34.0,0,0,0,0,39,274,103,16,43,182,130,220,53,1
2024-25,1610612751,BKN,Brooklyn Nets,0022400320,2024-12-04T00:00:00,BKN vs. IND,W,48.0,21.0,8.0,20.0,44.0,19.0,2.0,13.0,36.0,0,0,0,0,39,187,594,160,444,397,4,263,75,1
2024-25,1610612750,MIN,Minnesota Timberwolves,0022400324,2024-12-04T00:00:00,MIN @ LAC,W,48.0,29.0,8.0,32.0,44.0,16.0,11.0,8.0,34.0,0,0,0,0,39,41,594,9,444,268,207,83,53,1
2024-25,1610612738,BOS,Boston Celtics,0022400319,2024-12-04T00:00:00,BOS vs. DET,W,48.0,30.0,19.0,16.0,44.0,22.0,12.0,20.0,38.0,0,0,0,0,39,33,103,291,444,537,256,535,98,1
2024-25,1610612743,DEN,Denver Nuggets,0022400058,2024-12-03T00:00:00,DEN vs. GSW,W,48.0,22.0,3.0,24.0,44.0,13.0,12.0,11.0,50.0,0,0,0,0,39,164,713,71,444,144,256,191,376,1
2024-25,1610612764,WAS,Washington Wizards,0022400051,2024-12-03T00:00:00,WAS @ CLE,L,48.0,6.0,7.0,16.0,46.0,25.0,8.0,9.0,50.0,0,0,0,0,39,701,639,291,398,613,85,117,376,1
2024-25,1610612752,NYK,New York Knicks,0022400053,2024-12-03T00:00:00,NYK vs. ORL,W,48.0,32.0,5.0,14.0,48.0,25.0,10.0,15.0,58.0,0,0,0,0,39,16,691,381,348,613,169,343,572,1
2024-25,1610612757,POR,Portland Trail Blazers,0022400060,2024-12-03T00:00:00,POR @ LAC,L,48.0,18.0,4.0,6.0,52.0,24.0,16.0,19.0,50.0,0,0,0,0,39,327,703,669,240,586,461,505,376,1
2024-25,1610612759,SAS,San Antonio Spurs,0022400057,2024-12-03T00:00:00,SAS @ PHX,L,48.0,18.0,17.0,19.0,46.0,21.0,0.0,21.0,40.0,0,0,0,0,39,327,187,189,398,500,1,564,137,1
2024-25,1610612761,TOR,Toronto Raptors,0022400054,2024-12-03T00:00:00,TOR vs. IND,W,48.0,23.0,9.0,14.0,56.0,17.0,11.0,11.0,48.0,0,0,0,0,39,138,555,381,152,315,207,191,326,1
2024-25,1610612753,ORL,Orlando Magic,0022400053,2024-12-03T00:00:00,ORL @ NYK,L,48.0,25.0,10.0,15.0,58.0,32.0,5.0,14.0,48.0,0,0,0,0,39,96,517,339,120,700,21,301,326,1
2024-25,1610612756,PHX,Phoenix Suns,0022400057,2024-12-03T00:00:00,PHX vs. SAS,W,48.0,21.0,0.0,21.0,40.0,18.0,17.0,19.0,46.0,0,0,0,0,39,187,720,134,541,357,503,505,280,1
2024-25,1610612739,CLE,Cleveland Cavaliers,0022400051,2024-12-03T00:00:00,CLE vs. WAS,W,48.0,25.0,8.0,9.0,50.0,6.0,7.0,16.0,46.0,0,0,0,0,39,96,594,578,289,15,59,385,280,1
2024-25,1610612760,OKC,Oklahoma City Thunder,0022400055,2024-12-03T00:00:00,OKC vs. UTA,W,48.0,45.0,20.0,25.0,60.0,10.0,13.0,9.0,44.0,0,0,0,0,39,1,86,63,86,64,317,117,229,1
2024-25,1610612763,MEM,Memphis Grizzlies,0022400056,2024-12-03T00:00:00,MEM @ DAL,L,48.0,27.0,24.0,10.0,58.0,26.0,13.0,22.0,44.0,0,0,0,0,39,70,30,533,120,628,317,590,229,1
2024-25,1610612744,GSW,Golden State Warriors,0022400058,2024-12-03T00:00:00,GSW @ DEN,L,48.0,13.0,12.0,11.0,50.0,22.0,3.0,24.0,44.0,0,0,0,0,39,542,407,504,289,537,7,636,229,1
2024-25,1610612765,DET,Detroit Pistons,0022400052,2024-12-03T00:00:00,DET vs. MIL,L,48.0,19.0,16.0,18.0,56.0,19.0,6.0,9.0,22.0,0,0,0,0,39,274,221,219,152,397,33,117,2,1
2024-25,1610612766,CHA,Charlotte Hornets,0022400050,2024-12-03T00:00:00,CHA vs. PHI,L,48.0,16.0,22.0,12.0,38.0,19.0,12.0,16.0,38.0,0,0,0,0,39,409,48,461,587,397,256,385,98,1
2024-25,1610612758,SAC,Sacramento Kings,0022400059,2024-12-03T00:00:00,SAC vs. HOU,W,48.0,22.0,17.0,13.0,56.0,9.0,17.0,12.0,36.0,0,0,0,0,39,164,187,423,152,48,503,220,75,1
2024-25,1610612742,DAL,Dallas Mavericks,0022400056,2024-12-03T00:00:00,DAL vs. MEM,W,48.0,26.0,13.0,22.0,44.0,27.0,24.0,10.0,58.0,0,0,0,0,39,81,355,110,444,643,680,146,572,1
2024-25,1610612755,PHI,Philadelphia 76ers,0022400050,2024-12-03T00:00:00,PHI @ CHA,W,48.0,19.0,12.0,16.0,38.0,16.0,22.0,12.0,38.0,0,0,0,0,39,274,407,291,587,268,660,220,98,1
2024-25,1610612749,MIL,Milwaukee Bucks,0022400052,2024-12-03T00:00:00,MIL @ DET,W,48.0,19.0,6.0,9.0,22.0,19.0,16.0,18.0,56.0,0,0,0,0,39,274,665,578,720,397,461,469,529,1
2024-25,1610612745,HOU,Houston Rockets,0022400059,2024-12-03T00:00:00,HOU @ SAC,L,48.0,9.0,17.0,12.0,36.0,22.0,17.0,13.0,56.0,0,0,0,0,39,660,187,461,626,537,503,263,529,1
2024-25,1610612762,UTA,Utah Jazz,0022400055,2024-12-03T00:00:00,UTA @ OKC,L,48.0,10.0,13.0,9.0,44.0,45.0,20.0,25.0,60.0,0,0,0,0,39,647,355,578,444,722,621,653,604,1
2024-25,1610612746,LAC,LA Clippers,0022400060,2024-12-03T00:00:00,LAC vs. POR,W,48.0,24.0,16.0,19.0,50.0,18.0,4.0,6.0,52.0,0,0,0,0,39,111,221,189,289,357,11,34,435,1
2024-25,1610612754,IND,Indiana Pacers,0022400054,2024-12-03T00:00:00,IND @ TOR,L,48.0,17.0,11.0,11.0,48.0,23.0,9.0,14.0,56.0,0,0,0,0,39,367,468,504,348,560,130,301,529,1
2024-25,1610612737,ATL,Atlanta Hawks,0022400315,2024-12-02T00:00:00,ATL vs. NOP,W,48.0,23.0,15.0,33.0,74.0,27.0,27.0,26.0,54.0,0,0,0,0,39,138,263,7,9,643,709,661,484,1
2024-25,1610612738,BOS,Boston Celtics,0022400316,2024-12-02T00:00:00,BOS vs. MIA,W,48.0,6.0,17.0,5.0,40.0,18.0,12.0,22.0,38.0,0,0,0,0,39,701,187,690,541,357,256,590,98,1
2024-25,1610612748,MIA,Miami Heat,0022400316,2024-12-02T00:00:00,MIA @ BOS,L,48.0,18.0,12.0,22.0,38.0,6.0,17.0,5.0,40.0,0,0,0,0,39,327,407,110,587,15,503,24,137,1
2024-25,1610612750,MIN,Minnesota Timberwolves,0022400318,2024-12-02T00:00:00,MIN vs. LAL,W,48.0,26.0,10.0,20.0,50.0,17.0,11.0,7.0,40.0,0,0,0,0,39,81,517,160,289,315,207,55,137,1
2024-25,1610612740,NOP,New Orleans Pelicans,0022400315,2024-12-02T00:00:00,NOP @ ATL,L,48.0,27.0,27.0,26.0,54.0,23.0,15.0,33.0,74.0,0,0,0,0,39,70,9,47,195,560,412,715,711,1
2024-25,1610612751,BKN,Brooklyn Nets,0022400317,2024-12-02T00:00:00,BKN @ CHI,L,48.0,15.0,5.0,15.0,40.0,21.0,10.0,32.0,62.0,0,0,0,0,39,456,691,339,541,500,169,711,638,1
2024-25,1610612741,CHI,Chicago Bulls,0022400317,2024-12-02T00:00:00,CHI vs. BKN,W,48.0,21.0,10.0,32.0,62.0,15.0,5.0,15.0,40.0,0,0,0,0,39,187,517,9,62,225,21,343,137,1
2024-25,1610612747,LAL,Los Angeles Lakers,0022400318,2024-12-02T00:00:00,LAL @ MIN,L,48.0,17.0,11.0,7.0,40.0,26.0,10.0,20.0,50.0,0,0,0,0,39,367,468,641,541,628,169,535,376,1
