SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,AVAILABLE_FLAG
2024-25,1610612742,DAL,Dallas Mavericks,0022400176,2024-11-06T00:00:00,DAL vs. CHI,W,48.0,28.0,12.0,21.0,60.0,13.0,12.0,20.0,48.0,0,0,0,0,39,54,407,134,86,144,256,535,326,1
2024-25,1610612738,BOS,Boston Celtics,0022400172,2024-11-06T00:00:00,BOS vs. GSW,L,48.0,7.0,20.0,8.0,36.0,16.0,16.0,17.0,52.0,0,0,0,0,39,688,86,607,626,268,461,433,435,1
2024-25,1610612761,TOR,Toronto Raptors,0022400180,2024-11-06T00:00:00,TOR @ SAC,L,48.0,20.0,18.0,12.0,58.0,23.0,26.0,8.0,50.0,0,0,0,0,39,224,147,461,120,560,702,83,376,1
2024-25,1610612747,LAL,Los Angeles Lakers,0022400174,2024-11-06T00:00:00,LAL @ MEM,L,48.0,22.0,6.0,19.0,44.0,7.0,15.0,27.0,60.0,0,0,0,0,39,164,665,189,444,23,412,677,604,1
2024-25,1610612752,NYK,New York Knicks,0022400171,2024-11-06T00:00:00,NYK @ ATL,L,48.0,16.0,13.0,18.0,36.0,15.0,27.0,13.0,58.0,0,0,0,0,39,409,355,219,626,225,709,263,572,1
2024-25,1610612739,CLE,Cleveland Cavaliers,0022400175,2024-11-06T00:00:00,CLE @ NOP,W,48.0,13.0,15.0,26.0,64.0,19.0,13.0,14.0,50.0,0,0,0,0,39,542,263,47,43,397,317,301,376,1
2024-25,1610612758,SAC,Sacramento Kings,0022400180,2024-11-06T00:00:00,SAC vs. TOR,W,48.0,23.0,26.0,8.0,50.0,20.0,18.0,12.0,58.0,0,0,0,0,39,138,15,607,289,450,537,220,572,1
2024-25,1610612745,HOU,Houston Rockets,0022400173,2024-11-06T00:00:00,HOU vs. SAS,W,48.0,20.0,10.0,17.0,66.0,7.0,8.0,8.0,46.0,0,0,0,0,39,224,517,255,27,23,85,83,280,1
2024-25,1610612741,CHI,Chicago Bulls,0022400160,2024-11-04T00:00:00,CHI vs. UTA,L,48.0,12.0,8.0,18.0,58.0,12.0,16.0,10.0,60.0,0,0,0,0,39,580,594,219,120,104,461,146,604,1
2024-25,1610612760,OKC,Oklahoma City Thunder,0022400163,2024-11-04T00:00:00,OKC vs. ORL,W,48.0,10.0,11.0,3.0,38.0,12.0,7.0,6.0,44.0,0,0,0,0,39,647,468,716,587,104,59,34,229,1
2024-25,1610612737,ATL,Atlanta Hawks,0022400157,2024-11-04T00:00:00,ATL vs. BOS,L,48.0,9.0,10.0,4.0,56.0,32.0,8.0,35.0,56.0,0,0,0,0,39,660,517,700,152,700,85,718,529,1
2024-25,1610612743,DEN,Denver Nuggets,0022400166,2024-11-04T00:00:00,DEN vs. TOR,W,48.0,19.0,22.0,17.0,56.0,17.0,18.0,20.0,60.0,0,0,0,0,39,274,48,255,152,315,537,535,604,1
2024-25,1610612738,BOS,Boston Celtics,0022400157,2024-11-04T00:00:00,BOS @ ATL,W,48.0,32.0,8.0,35.0,56.0,9.0,10.0,4.0,56.0,0,0,0,0,39,16,594,3,152,48,169,8,529,1
2024-25,1610612761,TOR,Toronto Raptors,0022400166,2024-11-04T00:00:00,TOR @ DEN,L,48.0,17.0,18.0,20.0,60.0,19.0,22.0,17.0,56.0,0,0,0,0,39,367,147,160,86,397,660,433,529,1
2024-25,1610612750,MIN,Minnesota Timberwolves,0022400162,2024-11-04T00:00:00,MIN vs. CHA,W,48.0,14.0,9.0,8.0,40.0,15.0,14.0,24.0,40.0,0,0,0,0,39,499,555,607,541,225,369,636,137,1
2024-25,1610612754,IND,Indiana Pacers,0022400165,2024-11-04T00:00:00,IND @ DAL,W,48.0,9.0,2.0,26.0,76.0,9.0,8.0,15.0,58.0,0,0,0,0,39,660,717,47,4,48,85,343,572,1
2024-25,1610612762,UTA,Utah Jazz,0022400160,2024-11-04T00:00:00,UTA @ CHI,W,48.0,12.0,16.0,10.0,60.0,12.0,8.0,18.0,58.0,0,0,0,0,39,580,221,533,86,104,85,469,572,1
2024-25,1610612747,LAL,Los Angeles Lakers,0022400156,2024-11-04T00:00:00,LAL @ DET,L,48.0,17.0,13.0,18.0,50.0,17.0,22.0,14.0,58.0,0,0,0,0,39,367,355,219,289,315,660,301,572,1
2024-25,1610612755,PHI,Philadelphia 76ers,0022400167,2024-11-04T00:00:00,PHI @ PHX,L,48.0,12.0,10.0,8.0,36.0,19.0,8.0,12.0,56.0,0,0,0,0,39,580,517,607,626,397,85,220,529,1
2024-25,1610612752,NYK,New York Knicks,0022400161,2024-11-04T00:00:00,NYK @ HOU,L,48.0,16.0,19.0,7.0,38.0,15.0,15.0,15.0,62.0,0,0,0,0,39,409,103,641,587,225,412,343,638,1
2024-25,1610612764,WAS,Washington Wizards,0022400155,2024-11-04T00:00:00,WAS vs. GSW,L,48.0,13.0,16.0,16.0,50.0,20.0,21.0,15.0,50.0,0,0,0,0,39,542,221,291,289,450,638,343,376,1
2024-25,1610612746,LAC,LA Clippers,0022400168,2024-11-04T00:00:00,LAC vs. SAS,W,48.0,13.0,16.0,22.0,38.0,10.0,14.0,15.0,50.0,0,0,0,0,39,542,221,110,587,64,369,343,376,1
2024-25,1610612742,DAL,Dallas Mavericks,0022400165,2024-11-04T00:00:00,DAL vs. IND,L,48.0,9.0,8.0,15.0,58.0,9.0,2.0,26.0,76.0,0,0,0,0,39,660,594,339,120,48,4,661,715,1
2024-25,1610612766,CHA,Charlotte Hornets,0022400162,2024-11-04T00:00:00,CHA @ MIN,L,48.0,15.0,14.0,24.0,40.0,14.0,9.0,8.0,40.0,0,0,0,0,39,456,312,71,541,182,130,83,137,1
2024-25,1610612759,SAS,San Antonio Spurs,0022400168,2024-11-04T00:00:00,SAS @ LAC,L,48.0,10.0,14.0,15.0,50.0,13.0,16.0,22.0,38.0,0,0,0,0,39,647,312,339,289,144,461,590,98,1
2024-25,1610612765,DET,Detroit Pistons,0022400156,2024-11-04T00:00:00,DET vs. LAL,W,48.0,17.0,22.0,14.0,58.0,17.0,13.0,18.0,50.0,0,0,0,0,39,367,48,381,120,315,317,469,376,1
2024-25,1610612753,ORL,Orlando Magic,0022400163,2024-11-04T00:00:00,ORL @ OKC,L,48.0,12.0,7.0,6.0,44.0,10.0,11.0,3.0,38.0,0,0,0,0,39,580,639,669,444,64,207,5,98,1
2024-25,1610612739,CLE,Cleveland Cavaliers,0022400154,2024-11-04T00:00:00,CLE vs. MIL,W,48.0,24.0,12.0,16.0,52.0,19.0,8.0,6.0,38.0,0,0,0,0,39,111,407,291,240,397,85,34,98,1
2024-25,1610612763,MEM,Memphis Grizzlies,0022400158,2024-11-04T00:00:00,MEM @ BKN,L,48.0,17.0,14.0,16.0,66.0,15.0,15.0,12.0,48.0,0,0,0,0,39,367,312,291,27,225,412,220,326,1
2024-25,1610612744,GSW,Golden State Warriors,0022400155,2024-11-04T00:00:00,GSW @ WAS,W,48.0,20.0,21.0,15.0,50.0,13.0,16.0,16.0,50.0,0,0,0,0,39,224,64,339,289,144,461,385,376,1
2024-25,1610612758,SAC,Sacramento Kings,0022400159,2024-11-04T00:00:00,SAC @ MIA,W,48.0,12.0,15.0,5.0,54.0,16.0,13.0,5.0,38.0,0,0,0,0,39,580,263,690,195,268,317,24,98,1
2024-25,1610612748,MIA,Miami Heat,0022400159,2024-11-04T00:00:00,MIA vs. SAC,L,48.0,16.0,13.0,5.0,38.0,12.0,15.0,5.0,54.0,0,0,0,0,39,409,355,690,587,104,412,24,484,1
2024-25,1610612745,HOU,Houston Rockets,0022400161,2024-11-04T00:00:00,HOU vs. NYK,W,48.0,15.0,15.0,15.0,62.0,16.0,19.0,7.0,38.0,0,0,0,0,39,456,263,339,62,268,577,55,98,1
2024-25,1610612749,MIL,Milwaukee Bucks,0022400154,2024-11-04T00:00:00,MIL @ CLE,L,48.0,19.0,8.0,6.0,38.0,24.0,12.0,16.0,52.0,0,0,0,0,39,274,594,669,587,586,256,385,435,1
2024-25,1610612756,PHX,Phoenix Suns,0022400167,2024-11-04T00:00:00,PHX vs. PHI,W,48.0,19.0,8.0,12.0,56.0,12.0,10.0,8.0,36.0,0,0,0,0,39,274,594,461,152,104,169,83,75,1
2024-25,1610612757,POR,Portland Trail Blazers,0022400164,2024-11-04T00:00:00,POR @ NOP,W,48.0,18.0,15.0,17.0,66.0,10.0,16.0,9.0,38.0,0,0,0,0,39,327,263,255,27,64,461,117,98,1
2024-25,1610612740,NOP,New Orleans Pelicans,0022400164,2024-11-04T00:00:00,NOP vs. POR,L,48.0,10.0,16.0,9.0,38.0,18.0,15.0,17.0,66.0,0,0,0,0,39,647,221,578,587,357,412,433,681,1
2024-25,1610612751,BKN,Brooklyn Nets,0022400158,2024-11-04T00:00:00,BKN vs. MEM,W,48.0,15.0,15.0,12.0,48.0,17.0,14.0,16.0,66.0,0,0,0,0,39,456,263,461,348,315,369,385,681,1
2024-25,1610612753,ORL,Orlando Magic,0022400153,2024-11-03T00:00:00,ORL @ DAL,L,48.0,17.0,12.0,12.0,36.0,20.0,11.0,19.0,52.0,0,0,0,0,39,367,407,461,626,450,207,505,435,1
2024-25,1610612765,DET,Detroit Pistons,0022400151,2024-11-03T00:00:00,DET @ BKN,W,48.0,19.0,14.0,12.0,44.0,15.0,10.0,10.0,40.0,0,0,0,0,39,274,312,461,444,225,169,146,137,1
2024-25,1610612740,NOP,New Orleans Pelicans,0022400152,2024-11-03T00:00:00,NOP vs. ATL,L,48.0,19.0,16.0,7.0,32.0,24.0,11.0,23.0,66.0,0,0,0,0,39,274,221,641,671,586,207,614,681,1
2024-25,1610612737,ATL,Atlanta Hawks,0022400152,2024-11-03T00:00:00,ATL @ NOP,W,48.0,24.0,11.0,23.0,66.0,19.0,16.0,7.0,32.0,0,0,0,0,39,111,468,88,27,397,461,55,36,1
2024-25,1610612742,DAL,Dallas Mavericks,0022400153,2024-11-03T00:00:00,DAL vs. ORL,W,48.0,20.0,11.0,19.0,52.0,17.0,12.0,12.0,36.0,0,0,0,0,39,224,468,189,240,315,256,220,75,1
2024-25,1610612751,BKN,Brooklyn Nets,0022400151,2024-11-03T00:00:00,BKN vs. DET,L,48.0,15.0,10.0,10.0,40.0,19.0,14.0,12.0,44.0,0,0,0,0,39,456,517,533,541,397,369,220,229,1
2024-25,1610612755,PHI,Philadelphia 76ers,0022400142,2024-11-02T00:00:00,PHI vs. MEM,L,48.0,14.0,14.0,15.0,34.0,28.0,15.0,27.0,70.0,0,0,0,0,39,499,312,339,649,654,412,677,705,1
2024-25,1610612743,DEN,Denver Nuggets,0022400148,2024-11-02T00:00:00,DEN vs. UTA,W,48.0,39.0,20.0,28.0,54.0,17.0,8.0,12.0,38.0,0,0,0,0,39,2,86,25,195,315,85,220,98,1
2024-25,1610612748,MIA,Miami Heat,0022400147,2024-11-02T00:00:00,MIA @ WAS,W,48.0,9.0,21.0,12.0,48.0,20.0,7.0,35.0,58.0,0,0,0,0,39,660,64,461,348,450,59,718,572,1
2024-25,1610612766,CHA,Charlotte Hornets,0022400141,2024-11-02T00:00:00,CHA vs. BOS,L,48.0,19.0,7.0,19.0,40.0,16.0,15.0,7.0,34.0,0,0,0,0,39,274,639,189,541,268,412,55,53,1
2024-25,1610612746,LAC,LA Clippers,0022400150,2024-11-02T00:00:00,LAC vs. OKC,L,48.0,14.0,14.0,24.0,38.0,23.0,10.0,14.0,30.0,0,0,0,0,39,499,312,71,587,560,169,301,18,1
2024-25,1610612744,GSW,Golden State Warriors,0022400144,2024-11-02T00:00:00,GSW @ HOU,W,53.0,11.0,6.0,12.0,44.0,18.0,24.0,17.0,54.0,0,0,0,0,1,620,665,461,444,357,680,433,484,1
2024-25,1610612757,POR,Portland Trail Blazers,0022400149,2024-11-02T00:00:00,POR @ PHX,L,48.0,14.0,24.0,17.0,40.0,7.0,14.0,15.0,24.0,0,0,0,0,39,499,30,255,541,23,369,343,4,1
2024-25,1610612760,OKC,Oklahoma City Thunder,0022400150,2024-11-02T00:00:00,OKC @ LAC,W,48.0,23.0,10.0,14.0,30.0,14.0,14.0,24.0,38.0,0,0,0,0,39,138,517,381,688,182,369,636,98,1
2024-25,1610612749,MIL,Milwaukee Bucks,0022400145,2024-11-02T00:00:00,MIL vs. CLE,L,48.0,12.0,13.0,12.0,44.0,15.0,13.0,13.0,50.0,0,0,0,0,39,580,355,461,444,225,317,263,376,1
2024-25,1610612764,WAS,Washington Wizards,0022400147,2024-11-02T00:00:00,WAS @ MIA,L,48.0,20.0,7.0,35.0,58.0,9.0,21.0,12.0,48.0,0,0,0,0,39,224,639,3,120,48,638,220,326,1
2024-25,1610612759,SAS,San Antonio Spurs,0022400146,2024-11-02T00:00:00,SAS vs. MIN,W,48.0,18.0,4.0,2.0,52.0,14.0,11.0,18.0,46.0,0,0,0,0,39,327,703,719,240,182,207,469,280,1
2024-25,1610612756,PHX,Phoenix Suns,0022400149,2024-11-02T00:00:00,PHX vs. POR,W,48.0,7.0,14.0,15.0,24.0,14.0,24.0,17.0,40.0,0,0,0,0,39,688,312,339,717,182,680,433,137,1
2024-25,1610612750,MIN,Minnesota Timberwolves,0022400146,2024-11-02T00:00:00,MIN @ SAS,L,48.0,14.0,11.0,18.0,46.0,18.0,4.0,2.0,52.0,0,0,0,0,39,499,468,219,398,357,11,2,435,1
2024-25,1610612745,HOU,Houston Rockets,0022400144,2024-11-02T00:00:00,HOU vs. GSW,L,53.0,18.0,24.0,17.0,54.0,11.0,6.0,12.0,44.0,0,0,0,0,1,327,30,255,195,77,33,220,229,1
2024-25,1610612761,TOR,Toronto Raptors,0022400143,2024-11-02T00:00:00,TOR vs. SAC,W,53.0,26.0,16.0,27.0,50.0,25.0,12.0,17.0,54.0,0,0,0,0,1,81,221,35,289,613,256,433,484,1
2024-25,1610612758,SAC,Sacramento Kings,0022400143,2024-11-02T00:00:00,SAC @ TOR,L,53.0,25.0,12.0,17.0,54.0,26.0,16.0,27.0,50.0,0,0,0,0,1,96,407,255,195,628,461,677,376,1
2024-25,1610612762,UTA,Utah Jazz,0022400148,2024-11-02T00:00:00,UTA @ DEN,L,48.0,17.0,8.0,12.0,38.0,39.0,20.0,28.0,54.0,0,0,0,0,39,367,594,461,587,721,621,689,484,1
2024-25,1610612763,MEM,Memphis Grizzlies,0022400142,2024-11-02T00:00:00,MEM @ PHI,W,48.0,28.0,15.0,27.0,70.0,14.0,14.0,15.0,34.0,0,0,0,0,39,54,263,35,14,182,369,343,53,1
2024-25,1610612739,CLE,Cleveland Cavaliers,0022400145,2024-11-02T00:00:00,CLE @ MIL,W,48.0,15.0,13.0,13.0,50.0,12.0,13.0,12.0,44.0,0,0,0,0,39,456,355,423,289,104,317,220,229,1
2024-25,1610612738,BOS,Boston Celtics,0022400141,2024-11-02T00:00:00,BOS @ CHA,W,48.0,16.0,15.0,7.0,34.0,19.0,7.0,19.0,40.0,0,0,0,0,39,409,263,641,649,397,59,505,137,1
2024-25,1610612760,OKC,Oklahoma City Thunder,0022400140,2024-11-01T00:00:00,OKC @ POR,W,48.0,27.0,19.0,18.0,48.0,17.0,12.0,13.0,44.0,0,0,0,0,39,70,103,219,348,315,256,263,229,1
2024-25,1610612739,CLE,Cleveland Cavaliers,0022400133,2024-11-01T00:00:00,CLE vs. ORL,W,48.0,23.0,7.0,20.0,46.0,17.0,14.0,21.0,56.0,0,0,0,0,39,138,639,160,398,315,369,564,529,1
2024-25,1610612747,LAL,Los Angeles Lakers,0022400137,2024-11-01T00:00:00,LAL @ TOR,W,48.0,15.0,11.0,16.0,58.0,9.0,20.0,25.0,68.0,0,0,0,0,39,456,468,291,120,48,621,653,697,1
2024-25,1610612758,SAC,Sacramento Kings,0022400135,2024-11-01T00:00:00,SAC @ ATL,W,48.0,18.0,12.0,13.0,50.0,20.0,10.0,10.0,38.0,0,0,0,0,39,327,407,423,289,450,169,146,98,1
2024-25,1610612750,MIN,Minnesota Timberwolves,0022400139,2024-11-01T00:00:00,MIN vs. DEN,W,48.0,22.0,10.0,10.0,46.0,20.0,19.0,22.0,50.0,0,0,0,0,39,164,517,533,398,450,577,590,376,1
2024-25,1610612753,ORL,Orlando Magic,0022400133,2024-11-01T00:00:00,ORL @ CLE,L,48.0,17.0,14.0,21.0,56.0,23.0,7.0,20.0,46.0,0,0,0,0,39,367,312,134,152,560,59,535,280,1
2024-25,1610612766,CHA,Charlotte Hornets,0022400132,2024-11-01T00:00:00,CHA vs. BOS,L,48.0,12.0,14.0,6.0,44.0,24.0,16.0,21.0,56.0,0,0,0,0,39,580,312,669,444,586,461,564,529,1
2024-25,1610612761,TOR,Toronto Raptors,0022400137,2024-11-01T00:00:00,TOR vs. LAL,L,48.0,9.0,20.0,25.0,68.0,15.0,11.0,16.0,58.0,0,0,0,0,39,660,86,63,19,225,207,385,572,1
2024-25,1610612754,IND,Indiana Pacers,0022400138,2024-11-01T00:00:00,IND @ NOP,L,48.0,12.0,8.0,23.0,54.0,21.0,14.0,24.0,62.0,0,0,0,0,39,580,594,88,195,500,369,636,638,1
2024-25,1610612752,NYK,New York Knicks,0022400134,2024-11-01T00:00:00,NYK @ DET,W,48.0,30.0,19.0,23.0,56.0,12.0,12.0,16.0,50.0,0,0,0,0,39,33,103,88,152,104,256,385,376,1
2024-25,1610612751,BKN,Brooklyn Nets,0022400136,2024-11-01T00:00:00,BKN vs. CHI,W,48.0,13.0,10.0,19.0,66.0,14.0,17.0,10.0,40.0,0,0,0,0,39,542,517,189,27,182,503,146,137,1
2024-25,1610612737,ATL,Atlanta Hawks,0022400135,2024-11-01T00:00:00,ATL vs. SAC,L,48.0,20.0,10.0,10.0,38.0,18.0,12.0,13.0,50.0,0,0,0,0,39,224,517,533,587,357,256,263,376,1
2024-25,1610612765,DET,Detroit Pistons,0022400134,2024-11-01T00:00:00,DET vs. NYK,L,48.0,12.0,12.0,16.0,50.0,30.0,19.0,23.0,56.0,0,0,0,0,39,580,407,291,289,683,577,614,529,1
2024-25,1610612757,POR,Portland Trail Blazers,0022400140,2024-11-01T00:00:00,POR vs. OKC,L,48.0,17.0,12.0,13.0,44.0,27.0,19.0,18.0,48.0,0,0,0,0,39,367,407,423,444,643,577,469,326,1
2024-25,1610612738,BOS,Boston Celtics,0022400132,2024-11-01T00:00:00,BOS @ CHA,W,48.0,24.0,16.0,21.0,56.0,12.0,14.0,6.0,44.0,0,0,0,0,39,111,221,134,152,104,369,34,229,1
2024-25,1610612741,CHI,Chicago Bulls,0022400136,2024-11-01T00:00:00,CHI @ BKN,L,48.0,14.0,17.0,10.0,40.0,13.0,10.0,19.0,66.0,0,0,0,0,39,499,187,533,541,144,169,505,681,1
2024-25,1610612743,DEN,Denver Nuggets,0022400139,2024-11-01T00:00:00,DEN @ MIN,L,48.0,20.0,19.0,22.0,50.0,22.0,10.0,10.0,46.0,0,0,0,0,39,224,103,110,289,537,169,146,280,1
2024-25,1610612740,NOP,New Orleans Pelicans,0022400138,2024-11-01T00:00:00,NOP vs. IND,W,48.0,21.0,14.0,24.0,62.0,12.0,8.0,23.0,54.0,0,0,0,0,39,187,312,71,62,104,85,614,484,1
2024-25,1610612759,SAS,San Antonio Spurs,0022400130,2024-10-31T00:00:00,SAS @ UTA,W,48.0,35.0,11.0,24.0,48.0,7.0,13.0,10.0,48.0,0,0,0,0,39,6,468,71,348,23,317,146,326,1
2024-25,1610612745,HOU,Houston Rockets,0022400129,2024-10-31T00:00:00,HOU @ DAL,W,48.0,21.0,20.0,18.0,58.0,16.0,8.0,13.0,44.0,0,0,0,0,39,187,86,219,120,268,85,263,229,1
2024-25,1610612742,DAL,Dallas Mavericks,0022400129,2024-10-31T00:00:00,DAL vs. HOU,L,48.0,16.0,8.0,13.0,44.0,21.0,20.0,18.0,58.0,0,0,0,0,39,409,594,423,444,500,621,469,572,1
2024-25,1610612762,UTA,Utah Jazz,0022400130,2024-10-31T00:00:00,UTA vs. SAS,L,48.0,7.0,13.0,10.0,48.0,35.0,11.0,24.0,48.0,0,0,0,0,39,688,355,533,348,715,207,636,326,1
2024-25,1610612763,MEM,Memphis Grizzlies,0022400128,2024-10-31T00:00:00,MEM vs. MIL,W,48.0,14.0,8.0,20.0,68.0,31.0,7.0,27.0,58.0,0,0,0,0,39,499,594,160,19,691,59,677,572,1
2024-25,1610612746,LAC,LA Clippers,0022400131,2024-10-31T00:00:00,LAC vs. PHX,L,48.0,19.0,17.0,16.0,60.0,25.0,6.0,21.0,44.0,0,0,0,0,39,274,187,291,86,613,33,564,229,1
2024-25,1610612749,MIL,Milwaukee Bucks,0022400128,2024-10-31T00:00:00,MIL @ MEM,L,48.0,31.0,7.0,27.0,58.0,14.0,8.0,20.0,68.0,0,0,0,0,39,24,639,35,120,182,85,535,697,1
2024-25,1610612756,PHX,Phoenix Suns,0022400131,2024-10-31T00:00:00,PHX @ LAC,W,48.0,25.0,6.0,21.0,44.0,19.0,17.0,16.0,60.0,0,0,0,0,39,96,665,134,444,397,503,385,604,1
2024-25,1610612753,ORL,Orlando Magic,0022400123,2024-10-30T00:00:00,ORL @ CHI,L,48.0,15.0,7.0,18.0,38.0,13.0,4.0,18.0,40.0,0,0,0,0,39,456,639,219,587,144,11,469,137,1
2024-25,1610612754,IND,Indiana Pacers,0022400119,2024-10-30T00:00:00,IND vs. BOS,W,53.0,20.0,13.0,29.0,62.0,18.0,18.0,21.0,44.0,0,0,0,0,1,224,355,18,62,357,537,564,229,1
2024-25,1610612765,DET,Detroit Pistons,0022400120,2024-10-30T00:00:00,DET @ PHI,W,48.0,15.0,15.0,23.0,40.0,23.0,10.0,15.0,44.0,0,0,0,0,39,456,263,88,541,560,169,343,229,1
2024-25,1610612738,BOS,Boston Celtics,0022400119,2024-10-30T00:00:00,BOS @ IND,L,53.0,18.0,18.0,21.0,44.0,20.0,13.0,29.0,62.0,0,0,0,0,1,327,147,134,444,450,317,699,638,1
2024-25,1610612760,OKC,Oklahoma City Thunder,0022400125,2024-10-30T00:00:00,OKC vs. SAS,W,48.0,27.0,8.0,29.0,48.0,17.0,8.0,14.0,42.0,0,0,0,0,39,70,594,18,348,315,85,301,183,1
2024-25,1610612764,WAS,Washington Wizards,0022400121,2024-10-30T00:00:00,WAS vs. ATL,W,48.0,20.0,22.0,25.0,56.0,22.0,17.0,12.0,66.0,0,0,0,0,39,224,48,63,152,537,503,220,681,1
2024-25,1610612747,LAL,Los Angeles Lakers,0022400118,2024-10-30T00:00:00,LAL @ CLE,L,48.0,12.0,4.0,26.0,56.0,31.0,11.0,26.0,68.0,0,0,0,0,39,580,703,47,152,691,207,661,697,1
2024-25,1610612748,MIA,Miami Heat,0022400122,2024-10-30T00:00:00,MIA vs. NYK,L,48.0,4.0,11.0,5.0,38.0,11.0,13.0,7.0,42.0,0,0,0,0,39,714,468,690,587,77,317,55,183,1
2024-25,1610612746,LAC,LA Clippers,0022400127,2024-10-30T00:00:00,LAC vs. POR,L,48.0,21.0,12.0,22.0,52.0,18.0,22.0,12.0,48.0,0,0,0,0,39,187,407,110,240,357,660,220,326,1
2024-25,1610612757,POR,Portland Trail Blazers,0022400127,2024-10-30T00:00:00,POR @ LAC,W,48.0,18.0,22.0,12.0,48.0,21.0,12.0,22.0,52.0,0,0,0,0,39,327,48,461,348,500,256,590,435,1
2024-25,1610612741,CHI,Chicago Bulls,0022400123,2024-10-30T00:00:00,CHI vs. ORL,W,48.0,13.0,4.0,18.0,40.0,15.0,7.0,18.0,38.0,0,0,0,0,39,542,703,219,541,225,59,469,98,1
2024-25,1610612755,PHI,Philadelphia 76ers,0022400120,2024-10-30T00:00:00,PHI vs. DET,L,48.0,23.0,10.0,15.0,44.0,15.0,15.0,23.0,40.0,0,0,0,0,39,138,517,339,444,225,412,614,137,1
2024-25,1610612761,TOR,Toronto Raptors,0022400117,2024-10-30T00:00:00,TOR @ CHA,L,48.0,22.0,23.0,27.0,80.0,29.0,21.0,14.0,48.0,0,0,0,0,39,164,44,35,1,670,638,301,326,1
2024-25,1610612766,CHA,Charlotte Hornets,0022400117,2024-10-30T00:00:00,CHA vs. TOR,W,48.0,29.0,21.0,14.0,48.0,22.0,23.0,27.0,80.0,0,0,0,0,39,41,64,381,348,537,676,677,721,1
2024-25,1610612740,NOP,New Orleans Pelicans,0022400126,2024-10-30T00:00:00,NOP @ GSW,L,48.0,12.0,13.0,8.0,34.0,14.0,11.0,10.0,56.0,0,0,0,0,39,580,355,607,649,182,207,146,529,1
2024-25,1610612759,SAS,San Antonio Spurs,0022400125,2024-10-30T00:00:00,SAS @ OKC,L,48.0,17.0,8.0,14.0,42.0,27.0,8.0,29.0,48.0,0,0,0,0,39,367,594,381,495,643,85,699,326,1
2024-25,1610612737,ATL,Atlanta Hawks,0022400121,2024-10-30T00:00:00,ATL @ WAS,L,48.0,22.0,17.0,12.0,66.0,20.0,22.0,25.0,56.0,0,0,0,0,39,164,187,461,27,450,660,653,529,1
2024-25,1610612739,CLE,Cleveland Cavaliers,0022400118,2024-10-30T00:00:00,CLE vs. LAL,W,48.0,31.0,11.0,26.0,68.0,12.0,4.0,26.0,56.0,0,0,0,0,39,24,468,47,19,104,11,661,529,1
2024-25,1610612744,GSW,Golden State Warriors,0022400126,2024-10-30T00:00:00,GSW vs. NOP,W,48.0,14.0,11.0,10.0,56.0,12.0,13.0,8.0,34.0,0,0,0,0,39,499,468,533,152,104,317,83,53,1
2024-25,1610612752,NYK,New York Knicks,0022400122,2024-10-30T00:00:00,NYK @ MIA,W,48.0,11.0,13.0,7.0,42.0,4.0,11.0,5.0,38.0,0,0,0,0,39,620,355,641,495,3,207,24,98,1
2024-25,1610612763,MEM,Memphis Grizzlies,0022400124,2024-10-30T00:00:00,MEM vs. BKN,L,48.0,18.0,20.0,11.0,58.0,31.0,12.0,13.0,46.0,0,0,0,0,39,327,86,504,120,691,256,263,280,1
2024-25,1610612751,BKN,Brooklyn Nets,0022400124,2024-10-30T00:00:00,BKN @ MEM,W,48.0,31.0,12.0,13.0,46.0,18.0,20.0,11.0,58.0,0,0,0,0,39,24,407,423,398,357,621,191,572,1
2024-25,1610612742,DAL,Dallas Mavericks,0022400114,2024-10-29T00:00:00,DAL @ MIN,W,48.0,25.0,23.0,20.0,52.0,5.0,16.0,10.0,38.0,0,0,0,0,39,96,44,160,240,10,461,146,98,1
2024-25,1610612758,SAC,Sacramento Kings,0022400115,2024-10-29T00:00:00,SAC @ UTA,W,48.0,24.0,24.0,10.0,58.0,13.0,12.0,10.0,38.0,0,0,0,0,39,111,30,533,120,144,256,146,98,1
2024-25,1610612750,MIN,Minnesota Timberwolves,0022400114,2024-10-29T00:00:00,MIN vs. DAL,L,48.0,5.0,16.0,10.0,38.0,25.0,23.0,20.0,52.0,0,0,0,0,39,709,221,533,587,613,676,535,435,1
2024-25,1610612740,NOP,New Orleans Pelicans,0022400116,2024-10-29T00:00:00,NOP @ GSW,L,48.0,5.0,11.0,6.0,52.0,34.0,13.0,22.0,46.0,0,0,0,0,39,709,468,669,240,713,317,590,280,1
