SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,USG_PCT,PCT_FGM,PCT_FGA,PCT_FG3M,PCT_FG3A,PCT_FTM,PCT_FTA,PCT_OREB,PCT_DREB,PCT_REB,PCT_AST,PCT_TOV,PCT_STL,PCT_BLK,PCT_BLKA,PCT_PF,PCT_PFD,PCT_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,USG_PCT_RANK,PCT_FGM_RANK,PCT_FGA_RANK,PCT_FG3M_RANK,PCT_FG3A_RANK,PCT_FTM_RANK,PCT_FTA_RANK,PCT_OREB_RANK,PCT_DREB_RANK,PCT_REB_RANK,PCT_AST_RANK,PCT_TOV_RANK,PCT_STL_RANK,PCT_BLK_RANK,PCT_BLKA_RANK,PCT_PF_RANK,PCT_PFD_RANK,PCT_PTS_RANK,AVAILABLE_FLAG,MIN_SEC
2024-25,203937,Kyle Anderson,Kyle,1610612744,GSW,Golden State Warriors,0022400116,2024-10-29T00:00:00,GSW vs. NOP,W,20.0,0.208,0.0,0.237,0.0,0.353,0.2,0.333,0.0,0.25,0.154,0.333,0.0,0.556,0.0,0.0,0.111,0.167,0.022,1,1,1,1,1197,691,1738,570,1135,257,694,363,1085,584,1155,325,1,124,678,1,662,933,1783,1,19:49
2024-25,201988,Patty Mills,Patty,1610612762,UTA,Utah Jazz,0022400115,2024-10-29T00:00:00,UTA vs. SAC,L,18.0,0.023,0.0,0.029,0.0,0.063,0.0,0.0,0.0,0.1,0.063,0.0,0.0,0.333,1.0,0.0,0.0,0.0,0.0,1,1040,1040,1040,1340,1964,1738,1919,1135,1551,1080,1149,1085,1424,1690,1547,1,352,1,1,1,1437,1787,1,17:33
2024-25,1628368,De'Aaron Fox,De'Aaron,1610612758,SAC,Sacramento Kings,0022400115,2024-10-29T00:00:00,SAC @ UTA,W,31.0,0.25,0.235,0.242,0.25,0.118,0.286,0.2,0.333,0.111,0.152,0.333,0.375,0.125,0.0,0.667,0.3,0.5,0.241,1,1,1,1,512,406,636,538,567,1356,498,727,415,1360,1180,325,1785,927,678,1933,1570,65,594,1,30:55
2024-25,1631165,Keon Ellis,Keon,1610612758,SAC,Sacramento Kings,0022400115,2024-10-29T00:00:00,SAC @ UTA,W,17.0,0.146,0.125,0.125,0.0,0.2,0.25,0.333,1.0,0.167,0.211,0.2,0.2,0.4,0.75,0.0,0.4,0.2,0.132,1,1,1,1,1356,1323,1312,1513,1135,886,557,363,1,1017,814,760,1234,294,131,1,1811,769,1306,1,17:19
2024-25,1630611,Gui Santos,Gui,1610612744,GSW,Golden State Warriors,0022400116,2024-10-29T00:00:00,GSW vs. NOP,W,3.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1973,1092,1738,1925,1135,1613,1080,1149,1085,1719,1818,556,2049,991,678,1,1,1437,1787,1,2:43
2024-25,1629627,Zion Williamson,Zion,1610612740,NOP,New Orleans Pelicans,0022400116,2024-10-29T00:00:00,NOP @ GSW,L,30.0,0.426,0.48,0.432,0.2,0.182,0.462,0.444,0.4,0.286,0.308,0.214,0.412,0.0,0.167,0.6,0.25,0.357,0.456,1,1040,1040,1040,546,19,45,36,737,998,219,230,340,460,405,726,1857,991,628,1918,1325,279,40,1,30:24
2024-25,1630526,Jeremiah Robinson-Earl,Jeremiah,1610612740,NOP,New Orleans Pelicans,0022400116,2024-10-29T00:00:00,NOP @ GSW,L,11.0,0.115,0.286,0.273,0.5,0.25,0.0,0.0,1.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217,1,1040,1040,1040,1647,1603,392,359,111,619,1080,1149,1,1719,1337,1547,1,991,678,1,1,1437,722,1,11:27
2024-25,1628989,Kevin Huerter,Kevin,1610612758,SAC,Sacramento Kings,0022400115,2024-10-29T00:00:00,SAC @ UTA,W,27.0,0.141,0.2,0.164,0.4,0.278,0.0,0.0,0.125,0.235,0.2,0.0,0.0,0.4,0.333,0.0,0.125,0.125,0.212,1,1,1,1,771,1382,812,1208,278,531,1080,1149,952,695,843,1547,1,294,376,1,734,1108,764,1,26:57
2024-25,1630631,Jose Alvarado,Jose,1610612740,NOP,New Orleans Pelicans,0022400116,2024-10-29T00:00:00,NOP @ GSW,L,22.0,0.149,0.125,0.148,0.0,0.25,0.182,0.133,0.0,0.0,0.0,0.308,0.154,0.5,0.0,0.5,0.167,0.167,0.128,1,1040,1040,1040,1082,1296,1312,1326,1135,619,752,960,1085,1719,1818,417,1104,126,678,1748,913,933,1336,1,21:46
2024-25,1631124,Julian Strawther,Julian,1610612743,DEN,Denver Nuggets,0022400113,2024-10-29T00:00:00,DEN @ BKN,W,22.0,0.149,0.176,0.171,0.2,0.3,0.0,0.0,0.0,0.308,0.267,0.0,0.333,0.333,0.0,0.333,0.0,0.0,0.127,1,1,1,1,1050,1296,1003,1128,737,441,1080,1149,1085,392,561,1547,1627,352,678,1592,1,1437,1341,1,22:16
2024-25,1629012,Collin Sexton,Collin,1610612762,UTA,Utah Jazz,0022400115,2024-10-29T00:00:00,UTA vs. SAC,L,18.0,0.255,0.0,0.194,0.0,0.313,0.8,0.667,0.0,0.2,0.125,0.111,0.375,0.0,0.0,0.2,0.167,0.545,0.125,1,1040,1040,1040,1324,395,1738,935,1135,391,38,51,1085,837,1337,1185,1785,991,678,1442,913,58,1350,1,17:53
2024-25,1628381,John Collins,John,1610612762,UTA,Utah Jazz,0022400115,2024-10-29T00:00:00,UTA vs. SAC,L,23.0,0.352,0.5,0.39,0.25,0.2,0.375,0.333,0.667,0.25,0.389,0.0,0.222,0.25,0.5,0.4,0.444,0.308,0.45,1,1040,1040,1040,1010,56,19,58,567,886,329,363,93,584,218,1547,1353,582,193,1718,1904,427,43,1,23:00
2024-25,201566,Russell Westbrook,Russell,1610612743,DEN,Denver Nuggets,0022400113,2024-10-29T00:00:00,DEN @ BKN,W,21.0,0.4,0.313,0.375,0.4,0.2,0.769,0.625,0.0,0.077,0.071,0.455,0.5,0.333,0.0,0.8,0.222,0.556,0.44,1,1,1,1,1143,29,313,66,278,886,44,70,1085,1560,1643,165,1903,352,678,1984,1237,55,51,1,20:35
2024-25,1627742,Brandon Ingram,Brandon,1610612740,NOP,New Orleans Pelicans,0022400116,2024-10-29T00:00:00,NOP @ GSW,L,31.0,0.27,0.429,0.309,0.6,0.353,0.375,0.231,0.111,0.115,0.114,0.143,0.25,0.0,0.0,0.125,0.286,0.273,0.435,1,1040,1040,1040,472,322,70,218,72,257,329,650,994,1350,1418,1029,1404,991,678,1391,1513,526,56,1,31:27
2024-25,203944,Julius Randle,Julius,1610612750,MIN,Minnesota Timberwolves,0022400114,2024-10-29T00:00:00,MIN vs. DAL,L,35.0,0.225,0.233,0.228,0.2,0.103,0.2,0.182,0.222,0.217,0.219,0.269,0.273,0.667,0.0,0.5,0.235,0.222,0.222,1,1040,1040,1040,253,565,654,635,737,1411,694,797,715,787,770,530,1536,78,678,1748,1313,697,687,1,35:03
2024-25,1629234,Drew Eubanks,Drew,1610612762,UTA,Utah Jazz,0022400115,2024-10-29T00:00:00,UTA vs. SAC,L,5.0,0.1,0.0,0.111,0.0,0.0,0.0,0.0,0.0,0.167,0.143,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1040,1040,1040,1868,1701,1738,1612,1135,1613,1080,1149,1085,1017,1218,556,1,991,678,1988,1,1437,1787,1,4:30
2024-25,204060,Joe Ingles,Joe,1610612750,MIN,Minnesota Timberwolves,0022400114,2024-10-29T00:00:00,MIN vs. DAL,L,4.0,0.125,0.0,0.143,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1040,1040,1040,1894,1504,1738,1355,1135,619,1080,1149,1085,1719,1818,325,1,991,678,1,1,1437,1787,1,4:04
2024-25,203903,Jordan Clarkson,Jordan,1610612762,UTA,Utah Jazz,0022400115,2024-10-29T00:00:00,UTA vs. SAC,L,26.0,0.316,0.444,0.364,0.25,0.269,0.429,0.429,0.2,0.286,0.263,0.273,0.125,0.0,0.0,0.667,0.375,0.333,0.412,1,1040,1040,1040,856,152,62,85,567,566,249,243,739,460,578,507,952,991,678,1933,1775,302,71,1,25:37
2024-25,1630162,Anthony Edwards,Anthony,1610612750,MIN,Minnesota Timberwolves,0022400114,2024-10-29T00:00:00,MIN vs. DAL,L,37.0,0.36,0.387,0.328,0.467,0.433,0.429,0.545,0.0,0.25,0.188,0.115,0.357,0.0,1.0,0.0,0.059,0.471,0.407,1,1040,1040,1040,125,49,115,173,226,106,249,111,1085,584,948,1182,1764,991,1,1,488,129,74,1,37:20
2024-25,1628370,Malik Monk,Malik,1610612758,SAC,Sacramento Kings,0022400115,2024-10-29T00:00:00,SAC @ UTA,W,26.0,0.224,0.083,0.239,0.4,0.5,0.167,0.222,0.0,0.182,0.154,0.231,0.167,0.0,0.167,0.0,0.071,0.222,0.119,1,1,1,1,831,574,1541,553,278,30,793,666,1085,961,1155,661,1120,991,628,1,520,697,1405,1,26:02
2024-25,1641732,Colby Jones,Colby,1610612758,SAC,Sacramento Kings,0022400115,2024-10-29T00:00:00,SAC @ UTA,W,4.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1,1,1914,1504,1738,1925,1135,1613,1080,1149,1085,1719,1818,1547,2049,991,1,1,1,1437,1787,1,3:36
2024-25,1630230,Naji Marshall,Naji,1610612742,DAL,Dallas Mavericks,0022400114,2024-10-29T00:00:00,DAL @ MIN,W,16.0,0.122,0.0,0.1,0.0,0.0,0.667,0.667,0.0,0.214,0.2,0.375,0.0,0.286,0.0,1.0,0.25,0.286,0.111,1,1,1,1,1401,1548,1738,1684,1135,1613,55,51,1085,799,843,271,1,541,678,1988,1325,482,1455,1,16:14
2024-25,1627750,Jamal Murray,Jamal,1610612743,DEN,Denver Nuggets,0022400113,2024-10-29T00:00:00,DEN @ BKN,W,37.0,0.286,0.25,0.302,0.25,0.389,0.207,0.229,0.0,0.13,0.094,0.136,0.333,0.0,0.0,0.0,0.188,0.2,0.238,1,1,1,1,160,252,537,240,567,168,693,662,1085,1259,1539,1079,1627,991,678,1,1070,769,614,1,36:44
2024-25,1630311,Pat Spencer,Pat,1610612744,GSW,Golden State Warriors,0022400116,2024-10-29T00:00:00,GSW vs. NOP,W,3.0,0.5,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1,1,1,1,1973,4,19,9,1135,1613,1080,1149,1085,1719,1818,1547,1,991,678,1,1,1437,82,1,2:43
2024-25,1627741,Buddy Hield,Buddy,1610612744,GSW,Golden State Warriors,0022400116,2024-10-29T00:00:00,GSW vs. NOP,W,29.0,0.271,0.36,0.295,0.583,0.379,0.375,0.333,0.0,0.077,0.05,0.056,0.0,0.222,0.0,0.2,0.25,0.25,0.4,1,1,1,1,649,319,149,266,86,192,329,363,1085,1560,1757,1510,1,722,678,1442,1325,567,82,1,28:48
2024-25,1630527,Brandon Boston Jr.,Brandon,1610612740,NOP,New Orleans Pelicans,0022400116,2024-10-29T00:00:00,NOP @ GSW,L,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1040,1040,1040,1973,1967,1738,1925,1135,1613,1080,1149,1085,1719,1818,325,1,991,678,1,1,1437,1787,1,2:43
2024-25,1631212,Peyton Watson,Peyton,1610612743,DEN,Denver Nuggets,0022400113,2024-10-29T00:00:00,DEN @ BKN,W,20.0,0.119,0.188,0.167,0.2,0.222,0.0,0.0,0.0,0.167,0.154,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.14,1,1,1,1,1199,1575,915,1157,737,775,1080,1149,1085,1017,1155,1547,1,991,678,1,2021,1437,1259,1,19:45
2024-25,201942,DeMar DeRozan,DeMar,1610612758,SAC,Sacramento Kings,0022400115,2024-10-29T00:00:00,SAC @ UTA,W,34.0,0.198,0.237,0.203,0.0,0.042,0.667,0.6,0.125,0.12,0.121,0.381,0.111,0.2,0.2,0.25,0.091,0.2,0.23,1,1,1,1,308,808,632,858,1135,1595,55,78,952,1323,1380,269,906,736,590,1494,582,769,648,1,34:03
2024-25,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0022400113,2024-10-29T00:00:00,DEN @ BKN,W,41.0,0.12,0.162,0.157,0.333,0.304,0.0,0.029,0.143,0.154,0.152,0.083,0.0,1.0,0.0,0.0,0.111,0.042,0.139,1,1,1,1,24,1572,1098,1268,362,431,1080,1148,896,1116,1180,1370,1,1,678,1,662,1436,1267,1,40:42
2024-25,1627780,Gary Payton II,Gary,1610612744,GSW,Golden State Warriors,0022400116,2024-10-29T00:00:00,GSW vs. NOP,W,8.0,0.273,0.5,0.263,1.0,0.25,0.0,0.0,0.25,0.0,0.125,0.0,1.0,0.0,0.5,1.0,0.0,0.0,0.538,1,1,1,1,1739,306,19,401,1,619,1080,1149,592,1719,1337,1547,2049,991,193,1988,1,1437,18,1,8:04
2024-25,203926,Doug McDermott,Doug,1610612758,SAC,Sacramento Kings,0022400115,2024-10-29T00:00:00,SAC @ UTA,W,4.0,0.5,0.0,0.6,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1,1,1,1,1914,4,1738,9,1135,1,1,1,1085,1719,1818,1547,1,991,678,1,1,65,21,1,3:36
2024-25,1641764,Brandin Podziemski,Brandin,1610612744,GSW,Golden State Warriors,0022400116,2024-10-29T00:00:00,GSW vs. NOP,W,34.0,0.228,0.242,0.261,0.2,0.235,0.0,0.0,0.111,0.105,0.107,0.217,0.0,0.125,0.25,0.0,0.167,0.0,0.213,1,1,1,1,346,557,608,414,737,729,1080,1149,994,1409,1464,722,1,927,513,1,913,1437,757,1,33:32
2024-25,1641809,Drew Peterson,Drew,1610612738,BOS,Boston Celtics,0022400104,2024-10-28T00:00:00,BOS vs. MIL,W,2.0,0.2,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,2008,751,1738,12,1135,1,1080,1149,1085,1719,1818,1547,1,991,678,1,1,1437,1787,1,1:49
2024-25,1642271,Kyle Filipowski,Kyle,1610612762,UTA,Utah Jazz,0022400110,2024-10-28T00:00:00,UTA @ DAL,L,5.0,0.067,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.25,0.2,0.5,0.0,0.0,0.0,0.0,0.667,0.0,0.0,1,1040,1040,1040,1821,1907,1738,1684,1135,886,1080,1149,1085,584,843,89,1,991,678,1,2026,1437,1787,1,5:24
2024-25,1631157,Ryan Rollins,Ryan,1610612749,MIL,Milwaukee Bucks,0022400104,2024-10-28T00:00:00,MIL @ BOS,L,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,1,1040,1040,1040,1969,1967,1738,1925,1135,1613,1080,1149,1085,1719,1818,1547,1,991,678,1,1628,1437,1787,1,2:44
2024-25,1630314,Brandon Williams,Brandon,1610612742,DAL,Dallas Mavericks,0022400110,2024-10-28T00:00:00,DAL vs. UTA,W,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,2055,4,1738,1,1135,1613,1080,1149,1085,1719,1818,1547,1,991,678,1,1,1437,1787,1,1:06
2024-25,1642261,Dalton Knecht,Dalton,1610612747,LAL,Los Angeles Lakers,0022400111,2024-10-28T00:00:00,LAL @ PHX,L,11.0,0.115,0.0,0.158,0.0,0.25,0.0,0.0,0.0,0.143,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1040,1040,1040,1654,1603,1738,1255,1135,619,1080,1149,1085,1167,1427,1547,1,991,678,1,1,1437,1787,1,11:14
2024-25,201988,Patty Mills,Patty,1610612762,UTA,Utah Jazz,0022400110,2024-10-28T00:00:00,UTA @ DAL,L,10.0,0.074,0.0,0.095,0.0,0.111,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.5,0.0,0.0,0.167,0.0,0.0,1,1040,1040,1040,1683,1875,1738,1732,1135,1371,1080,1149,1085,1719,1818,325,1,126,678,1,913,1437,1787,1,10:07
2024-25,1628420,Monté Morris,Monté,1610612756,PHX,Phoenix Suns,0022400111,2024-10-28T00:00:00,PHX vs. LAL,W,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1,1,1,1,1982,1967,1738,1925,1135,1613,1080,1149,1085,1719,1818,1547,1,991,678,1,1925,1437,1787,1,2:38
2024-25,1630702,Jaden Hardy,Jaden,1610612742,DAL,Dallas Mavericks,0022400110,2024-10-28T00:00:00,DAL vs. UTA,W,5.0,0.154,0.0,0.091,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,1,1,1,1,1840,1241,1738,1749,1135,619,1080,1149,1085,1719,1818,1547,2049,991,678,1,1325,1437,1787,1,5:10
2024-25,1627750,Jamal Murray,Jamal,1610612743,DEN,Denver Nuggets,0022400107,2024-10-28T00:00:00,DEN @ TOR,W,40.0,0.232,0.15,0.267,0.0,0.125,0.333,0.25,0.083,0.348,0.257,0.292,0.0,0.167,0.0,0.6,0.154,0.35,0.165,1,1,1,1,46,537,1164,384,1135,1293,378,578,1062,286,600,462,1,824,678,1918,880,300,1092,1,39:43
2024-25,1629660,Ty Jerome,Ty,1610612739,CLE,Cleveland Cavaliers,0022400106,2024-10-28T00:00:00,CLE @ NYK,W,7.0,0.333,0.25,0.417,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.333,1.0,0.0,0.0,0.5,0.0,0.167,1,1,1,1,1775,81,537,43,1135,139,1080,1149,1085,1719,1818,1547,1627,1,678,1,1925,1437,1058,1,6:41
2024-25,1641729,Brice Sensabaugh,Brice,1610612762,UTA,Utah Jazz,0022400110,2024-10-28T00:00:00,UTA @ DAL,L,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.222,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1040,1040,1040,1605,1967,1738,1925,1135,1613,1080,1149,1085,460,747,1185,1,991,678,1,1,1437,1787,1,12:39
2024-25,1629130,Duncan Robinson,Duncan,1610612748,MIA,Miami Heat,0022400105,2024-10-28T00:00:00,MIA vs. DET,W,16.0,0.243,0.182,0.276,0.5,0.438,0.0,0.0,0.0,0.077,0.059,0.0,0.333,0.0,0.0,0.5,0.4,0.0,0.171,1,1,1,1,1411,469,954,350,111,104,1080,1149,1085,1560,1709,1547,1627,991,678,1748,1811,1437,1033,1,16:06
2024-25,1641732,Colby Jones,Colby,1610612758,SAC,Sacramento Kings,0022400112,2024-10-28T00:00:00,SAC vs. POR,W,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1963,1967,1738,1925,1135,1613,1080,1149,1085,1719,1818,1547,1,991,678,1,1,1437,1787,1,2:49
2024-25,201572,Brook Lopez,Brook,1610612749,MIL,Milwaukee Bucks,0022400104,2024-10-28T00:00:00,MIL @ BOS,L,32.0,0.19,0.185,0.237,0.0,0.211,0.158,0.143,0.667,0.087,0.207,0.0,0.0,0.333,0.667,0.0,0.2,0.167,0.171,1,1040,1040,1040,431,885,940,567,1135,848,839,921,93,1521,833,1547,1,352,142,1,1089,933,1038,1,32:10
2024-25,1630214,Xavier Tillman,Xavier,1610612738,BOS,Boston Celtics,0022400104,2024-10-28T00:00:00,BOS vs. MIL,W,15.0,0.103,0.0,0.091,0.0,0.05,0.0,0.0,0.0,0.333,0.231,0.0,0.333,0.0,0.0,0.667,0.4,0.0,0.0,1,1,1,1,1496,1685,1738,1749,1135,1578,1080,1149,1085,292,714,1547,1627,991,678,1933,1811,1437,1787,1,14:58
2024-25,203967,Dario Šarić,Dario,1610612743,DEN,Denver Nuggets,0022400107,2024-10-28T00:00:00,DEN @ TOR,W,5.0,0.417,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.2,0.167,1.0,0.667,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1,1,1866,21,1738,66,1135,1613,1080,1149,1085,837,1064,1,2014,991,678,1988,1,1437,1787,1,4:34
2024-25,1631248,Baylor Scheierman,Baylor,1610612738,BOS,Boston Celtics,0022400104,2024-10-28T00:00:00,BOS vs. MIL,W,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,2026,1967,1738,1925,1135,1613,1080,1149,1085,1719,1818,1547,1,991,678,1,1,1437,1787,1,1:36
2024-25,1630574,Ariel Hukporti,Ariel,1610612752,NYK,New York Knicks,0022400106,2024-10-28T00:00:00,NYK vs. CLE,L,12.0,0.069,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.2,0.182,0.0,0.167,0.0,0.5,0.0,0.25,0.0,0.0,1,1040,1040,1040,1633,1899,1738,1889,1135,1613,1080,1149,1085,837,984,1547,1120,991,193,1,1325,1437,1787,1,11:55
2024-25,1629674,Neemias Queta,Neemias,1610612738,BOS,Boston Celtics,0022400104,2024-10-28T00:00:00,BOS vs. MIL,W,2.0,0.2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,2008,751,1738,12,1135,1613,1080,1149,1085,1719,1818,1547,1,991,678,1,1,1437,1787,1,1:49
2024-25,1630811,Keaton Wallace,Keaton,1610612737,ATL,Atlanta Hawks,0022400103,2024-10-28T00:00:00,ATL vs. WAS,L,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1040,1040,1040,1987,1967,1738,1925,1135,1613,1080,1149,1085,1719,1818,1547,1,991,678,1,1,1437,1787,1,2:13
2024-25,1641890,Tyler Smith,Tyler,1610612749,MIL,Milwaukee Bucks,0022400104,2024-10-28T00:00:00,MIL @ BOS,L,3.0,0.143,0.0,0.167,0.0,0.2,0.0,0.0,0.0,0.25,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1040,1040,1040,1969,1344,1738,1157,1135,886,1080,1149,1085,584,843,1547,1,991,678,1,1,1437,1787,1,2:44
2024-25,1626156,D'Angelo Russell,D'Angelo,1610612747,LAL,Los Angeles Lakers,0022400111,2024-10-28T00:00:00,LAL @ PHX,L,33.0,0.182,0.161,0.188,0.2,0.375,0.2,0.143,0.0,0.034,0.026,0.429,0.182,0.0,0.0,0.0,0.25,0.071,0.171,1,1040,1040,1040,360,943,1100,988,737,195,694,921,1085,1717,1814,196,1201,991,678,1,1325,1376,1039,1,33:20
2024-25,1630556,Kessler Edwards,Kessler,1610612742,DAL,Dallas Mavericks,0022400110,2024-10-28T00:00:00,DAL vs. UTA,W,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,2055,1967,1738,1925,1135,1613,1080,1149,1085,1719,1818,1547,1,991,678,1,1,1437,1787,1,1:06
2024-25,1642403,Isaac Jones,Isaac,1610612758,SAC,Sacramento Kings,0022400112,2024-10-28T00:00:00,SAC vs. POR,W,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1,1,1,1,1963,1967,1738,1925,1135,1613,1080,1149,1085,1719,1818,1547,1,991,678,1,1925,1437,1787,1,2:49
2024-25,1641765,Olivier-Maxence Prosper,Olivier-Maxence,1610612742,DAL,Dallas Mavericks,0022400110,2024-10-28T00:00:00,DAL vs. UTA,W,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,1,1,1,1,1885,1967,1738,1925,1135,1613,1080,1149,1085,1719,1818,1547,1,991,678,1,1628,1437,1787,1,4:08
2024-25,1630618,D.J. Carton,D.J.,1610612761,TOR,Toronto Raptors,0022400107,2024-10-28T00:00:00,TOR vs. DEN,L,3.0,0.25,0.0,0.286,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1040,1040,1040,1959,406,1738,303,1135,30,1080,1149,1085,1719,1818,1547,1,991,678,1,1,1437,1787,1,2:56
2024-25,1631170,Jaime Jaquez Jr.,Jaime,1610612748,MIA,Miami Heat,0022400105,2024-10-28T00:00:00,MIA vs. DET,W,33.0,0.147,0.208,0.167,0.2,0.097,0.0,0.0,0.375,0.231,0.265,0.0,0.125,0.333,0.0,0.25,0.111,0.0,0.169,1,1,1,1,407,1322,788,1157,737,1432,1080,1149,393,715,574,1547,952,352,678,1494,662,1437,1050,1,32:32
2024-25,1630579,Jericho Sims,Jericho,1610612752,NYK,New York Knicks,0022400106,2024-10-28T00:00:00,NYK vs. CLE,L,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1,1040,1040,1040,1903,1967,1738,1925,1135,1613,1080,1149,168,1719,843,1547,1,991,678,1,1925,1437,1787,1,3:48
2024-25,1641824,Matas Buzelis,Matas,1610612741,CHI,Chicago Bulls,0022400108,2024-10-28T00:00:00,CHI @ MEM,W,3.0,0.143,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1,1,1,1,1956,1344,1738,466,1135,30,1080,1149,1085,1719,1818,1547,1,991,678,1,1925,1437,1787,1,2:58
2024-25,1629637,Jaxson Hayes,Jaxson,1610612747,LAL,Los Angeles Lakers,0022400111,2024-10-28T00:00:00,LAL @ PHX,L,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.364,0.0,0.5,0.0,0.0,0.0,0.5,0.333,0.0,1,1040,1040,1040,1614,1701,1738,1925,1135,1613,1080,1149,1085,180,256,1547,1903,991,678,1,1925,302,1787,1,12:30
2024-25,1629023,P.J. Washington,P.J.,1610612742,DAL,Dallas Mavericks,0022400110,2024-10-28T00:00:00,DAL vs. UTA,W,33.0,0.165,0.214,0.164,0.0,0.143,0.0,0.0,0.125,0.4,0.333,0.111,0.273,0.571,0.2,0.2,0.133,0.0,0.169,1,1,1,1,370,1136,748,1205,1135,1199,1080,1149,952,180,302,1185,1536,120,590,1442,795,1437,1050,1,33:13
2024-25,1629162,Jordan McLaughlin,Jordan,1610612758,SAC,Sacramento Kings,0022400112,2024-10-28T00:00:00,SAC vs. POR,W,5.0,0.231,0.0,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.667,0.0,0.0,0.0,0.667,0.2,0.0,1,1,1,1,1841,538,1738,1612,1135,1613,1080,1149,1085,1719,1818,556,2014,991,678,1,2026,769,1787,1,5:08
